iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
MNG,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-68718877.3528984,tonnes,annual,2022-10-10 17:13:05.163939,2022-10-24 16:24:26.984647
MOZ,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-7287150.586202643,tonnes,annual,2022-10-10 17:13:05.164106,2022-10-24 16:24:27.623718
MOZ,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-7287150.586202643,tonnes,annual,2022-10-10 17:13:05.164124,2022-10-24 16:24:27.623718
MOZ,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-7287150.586202643,tonnes,annual,2022-10-10 17:13:05.164129,2022-10-24 16:24:27.623718
MRT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-20735671.072450686,tonnes,annual,2022-10-10 17:13:05.164199,2022-10-24 16:24:27.623718
MRT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-20735671.072450686,tonnes,annual,2022-10-10 17:13:05.164215,2022-10-24 16:24:27.623718
MRT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-20735671.072450686,tonnes,annual,2022-10-10 17:13:05.164221,2022-10-24 16:24:27.623718
MSR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-7629.8949661254,tonnes,annual,2022-10-10 17:13:05.164299,2022-10-24 16:24:27.623718
MSR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-7629.8949661254,tonnes,annual,2022-10-10 17:13:05.164315,2022-10-24 16:24:27.623718
MSR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-7629.8949661254,tonnes,annual,2022-10-10 17:13:05.16432,2022-10-24 16:24:27.623718
MTQ,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,10324.413479805062,tonnes,annual,2022-10-10 17:13:05.164394,2022-10-24 16:24:27.623718
MTQ,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,10324.413479805062,tonnes,annual,2022-10-10 17:13:05.164413,2022-10-24 16:24:27.623718
MTQ,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,10324.413479805062,tonnes,annual,2022-10-10 17:13:05.164418,2022-10-24 16:24:27.623718
MUS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-4585.3393335344435,tonnes,annual,2022-10-10 17:13:05.164489,2022-10-24 16:24:27.623718
MUS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-4585.3393335344435,tonnes,annual,2022-10-10 17:13:05.164507,2022-10-24 16:24:27.623718
MUS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-4585.3393335344435,tonnes,annual,2022-10-10 17:13:05.164511,2022-10-24 16:24:27.623718
MWI,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-2170612.2869524476,tonnes,annual,2022-10-10 17:13:05.16458,2022-10-24 16:24:27.623718
MWI,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-2170612.2869524476,tonnes,annual,2022-10-10 17:13:05.164596,2022-10-24 16:24:27.623718
MWI,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-2170612.2869524476,tonnes,annual,2022-10-10 17:13:05.164601,2022-10-24 16:24:27.623718
MYS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-103063.95506340494,tonnes,annual,2022-10-10 17:13:05.164671,2022-10-24 16:24:27.623718
MYS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-103063.95506340494,tonnes,annual,2022-10-10 17:13:05.164687,2022-10-24 16:24:27.623718
MYS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-103063.95506340494,tonnes,annual,2022-10-10 17:13:05.164692,2022-10-24 16:24:27.623718
MYT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,3545.8472633679016,tonnes,annual,2022-10-10 17:13:05.164761,2022-10-24 16:24:27.623718
MYT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,3545.8472633679016,tonnes,annual,2022-10-10 17:13:05.164778,2022-10-24 16:24:27.623718
MYT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,3545.8472633679016,tonnes,annual,2022-10-10 17:13:05.164784,2022-10-24 16:24:27.623718
NAM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-34789499.60884995,tonnes,annual,2022-10-10 17:13:05.164858,2022-10-24 16:24:27.623718
NAM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-34789499.60884995,tonnes,annual,2022-10-10 17:13:05.16491,2022-10-24 16:24:27.623718
NAM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-34789499.60884995,tonnes,annual,2022-10-10 17:13:05.16492,2022-10-24 16:24:27.623718
NCL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-2023548.073102674,tonnes,annual,2022-10-10 17:13:05.165077,2022-10-24 16:24:27.623718
NCL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-2023548.073102674,tonnes,annual,2022-10-10 17:13:05.165096,2022-10-24 16:24:27.623718
NCL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-2023548.073102674,tonnes,annual,2022-10-10 17:13:05.165101,2022-10-24 16:24:27.623718
NER,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-15558089.75484281,tonnes,annual,2022-10-10 17:13:05.16519,2022-10-24 16:24:27.623718
NER,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-15558089.75484281,tonnes,annual,2022-10-10 17:13:05.165206,2022-10-24 16:24:27.623718
NER,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-15558089.75484281,tonnes,annual,2022-10-10 17:13:05.165211,2022-10-24 16:24:27.623718
NGA,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-14781885.092215247,tonnes,annual,2022-10-10 17:13:05.165391,2022-10-24 16:24:27.623718
NGA,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-14781885.092215247,tonnes,annual,2022-10-10 17:13:05.165408,2022-10-24 16:24:27.623718
NGA,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-14781885.092215247,tonnes,annual,2022-10-10 17:13:05.165413,2022-10-24 16:24:27.623718
NIC,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,1172971.6532942192,tonnes,annual,2022-10-10 17:13:05.165491,2022-10-24 16:24:27.623718
NIC,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,1172971.6532942192,tonnes,annual,2022-10-10 17:13:05.165511,2022-10-24 16:24:27.623718
NIC,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,1172971.6532942192,tonnes,annual,2022-10-10 17:13:05.165516,2022-10-24 16:24:27.623718
NLD,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-302721.10921607976,tonnes,annual,2022-10-10 17:13:05.165682,2022-10-24 16:24:27.623718
NLD,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-302721.10921607976,tonnes,annual,2022-10-10 17:13:05.165698,2022-10-24 16:24:27.623718
NLD,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-302721.10921607976,tonnes,annual,2022-10-10 17:13:05.165703,2022-10-24 16:24:27.623718
NOR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,11665607.886095017,tonnes,annual,2022-10-10 17:13:05.165781,2022-10-24 16:24:27.623718
NOR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,11665607.886095017,tonnes,annual,2022-10-10 17:13:05.165797,2022-10-24 16:24:27.623718
NOR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,11665607.886095017,tonnes,annual,2022-10-10 17:13:05.165803,2022-10-24 16:24:27.623718
NPL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-1204274.1171626973,tonnes,annual,2022-10-10 17:13:05.165884,2022-10-24 16:24:27.623718
NPL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-1204274.1171626973,tonnes,annual,2022-10-10 17:13:05.165901,2022-10-24 16:24:27.623718
NPL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-1204274.1171626973,tonnes,annual,2022-10-10 17:13:05.165906,2022-10-24 16:24:27.623718
NZL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,2111929.3485830897,tonnes,annual,2022-10-10 17:13:05.166074,2022-10-24 16:24:28.300206
NZL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,2111929.3485830897,tonnes,annual,2022-10-10 17:13:05.166091,2022-10-24 16:24:28.300206
NZL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,2111929.3485830897,tonnes,annual,2022-10-10 17:13:05.166096,2022-10-24 16:24:28.300206
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-5088332.4027538495,tonnes,annual,2022-10-10 17:13:05.166171,2022-10-24 16:24:28.300206
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-5088332.4027538495,tonnes,annual,2022-10-10 17:13:05.166188,2022-10-24 16:24:28.300206
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-5088332.4027538495,tonnes,annual,2022-10-10 17:13:05.166193,2022-10-24 16:24:28.300206
PAK,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-35719435.90487513,tonnes,annual,2022-10-10 17:13:05.1663,2022-10-24 16:24:28.300206
PAK,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-35719435.90487513,tonnes,annual,2022-10-10 17:13:05.166321,2022-10-24 16:24:28.300206
PAK,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-35719435.90487513,tonnes,annual,2022-10-10 17:13:05.166326,2022-10-24 16:24:28.300206
PAN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,322811.70795141987,tonnes,annual,2022-10-10 17:13:05.166435,2022-10-24 16:24:28.300206
PAN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,322811.70795141987,tonnes,annual,2022-10-10 17:13:05.16645,2022-10-24 16:24:28.300206
PAN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,322811.70795141987,tonnes,annual,2022-10-10 17:13:05.166455,2022-10-24 16:24:28.300206
PER,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-73012286.6934189,tonnes,annual,2022-10-10 17:13:05.166615,2022-10-24 16:24:28.300206
PER,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-73012286.6934189,tonnes,annual,2022-10-10 17:13:05.166631,2022-10-24 16:24:28.300206
PER,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-73012286.6934189,tonnes,annual,2022-10-10 17:13:05.166636,2022-10-24 16:24:28.300206
PHL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,518600.22923826677,tonnes,annual,2022-10-10 17:13:05.166705,2022-10-24 16:24:28.300206
PHL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,518600.22923826677,tonnes,annual,2022-10-10 17:13:05.166721,2022-10-24 16:24:28.300206
PHL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,518600.22923826677,tonnes,annual,2022-10-10 17:13:05.166727,2022-10-24 16:24:28.300206
PLW,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,301.0703239440917,tonnes,annual,2022-10-10 17:13:05.166796,2022-10-24 16:24:28.300206
PLW,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,301.0703239440917,tonnes,annual,2022-10-10 17:13:05.166813,2022-10-24 16:24:28.300206
PLW,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,301.0703239440917,tonnes,annual,2022-10-10 17:13:05.166818,2022-10-24 16:24:28.300206
PNG,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-7665255.16107319,tonnes,annual,2022-10-10 17:13:05.166887,2022-10-24 16:24:28.300206
PNG,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-7665255.16107319,tonnes,annual,2022-10-10 17:13:05.166903,2022-10-24 16:24:28.300206
PNG,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-7665255.16107319,tonnes,annual,2022-10-10 17:13:05.166909,2022-10-24 16:24:28.300206
POL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-446129.1434086689,tonnes,annual,2022-10-10 17:13:05.166979,2022-10-24 16:24:28.300206
POL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-446129.1434086689,tonnes,annual,2022-10-10 17:13:05.166995,2022-10-24 16:24:28.300206
POL,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-446129.1434086689,tonnes,annual,2022-10-10 17:13:05.167,2022-10-24 16:24:28.300206
PRI,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,187171.04529040895,tonnes,annual,2022-10-10 17:13:05.16707,2022-10-24 16:24:28.300206
PRI,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,187171.04529040895,tonnes,annual,2022-10-10 17:13:05.167085,2022-10-24 16:24:28.300206
PRI,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,187171.04529040895,tonnes,annual,2022-10-10 17:13:05.16709,2022-10-24 16:24:28.300206
PRK,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-1510012.452640197,tonnes,annual,2022-10-10 17:13:05.167158,2022-10-24 16:24:28.300206
PRK,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-1510012.452640197,tonnes,annual,2022-10-10 17:13:05.167176,2022-10-24 16:24:28.300206
PRK,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-1510012.452640197,tonnes,annual,2022-10-10 17:13:05.16718,2022-10-24 16:24:28.300206
PRT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-18485418.500429917,tonnes,annual,2022-10-10 17:13:05.167248,2022-10-24 16:24:28.300206
PRT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-18485418.500429917,tonnes,annual,2022-10-10 17:13:05.167264,2022-10-24 16:24:28.300206
PRT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-18485418.500429917,tonnes,annual,2022-10-10 17:13:05.167269,2022-10-24 16:24:28.300206
PRY,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-1630725.550129398,tonnes,annual,2022-10-10 17:13:05.167339,2022-10-24 16:24:28.300206
PRY,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-1630725.550129398,tonnes,annual,2022-10-10 17:13:05.167354,2022-10-24 16:24:28.300206
PRY,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-1630725.550129398,tonnes,annual,2022-10-10 17:13:05.167359,2022-10-24 16:24:28.300206
PSE,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-1041059.393782568,tonnes,annual,2022-10-10 17:13:05.167428,2022-10-24 16:24:28.300206
PSE,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-1041059.393782568,tonnes,annual,2022-10-10 17:13:05.167445,2022-10-24 16:24:28.300206
PSE,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-1041059.393782568,tonnes,annual,2022-10-10 17:13:05.16745,2022-10-24 16:24:28.300206
QAT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-2064.612209360106,tonnes,annual,2022-10-10 17:13:05.167613,2022-10-24 16:24:28.300206
QAT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-2064.612209360106,tonnes,annual,2022-10-10 17:13:05.167628,2022-10-24 16:24:28.300206
QAT,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-2064.612209360106,tonnes,annual,2022-10-10 17:13:05.167633,2022-10-24 16:24:28.300206
REU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,76523.12074229206,tonnes,annual,2022-10-10 17:13:05.167701,2022-10-24 16:24:28.300206
REU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,76523.12074229206,tonnes,annual,2022-10-10 17:13:05.167716,2022-10-24 16:24:28.300206
REU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,76523.12074229206,tonnes,annual,2022-10-10 17:13:05.167721,2022-10-24 16:24:28.300206
ROU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-2659041.28570709,tonnes,annual,2022-10-10 17:13:05.167788,2022-10-24 16:24:28.300206
ROU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-2659041.28570709,tonnes,annual,2022-10-10 17:13:05.167803,2022-10-24 16:24:28.300206
ROU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-2659041.28570709,tonnes,annual,2022-10-10 17:13:05.16781,2022-10-24 16:24:28.300206
RUS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-299200971.4078395,tonnes,annual,2022-10-10 17:13:05.16788,2022-10-24 16:24:28.300206
RUS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-299200971.4078395,tonnes,annual,2022-10-10 17:13:05.167895,2022-10-24 16:24:28.300206
RUS,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-299200971.4078395,tonnes,annual,2022-10-10 17:13:05.1679,2022-10-24 16:24:28.300206
RWA,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-624348.8195170421,tonnes,annual,2022-10-10 17:13:05.16797,2022-10-24 16:24:29.00597
RWA,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-624348.8195170421,tonnes,annual,2022-10-10 17:13:05.167986,2022-10-24 16:24:29.00597
RWA,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-624348.8195170421,tonnes,annual,2022-10-10 17:13:05.167991,2022-10-24 16:24:29.00597
SAU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-15958830.945637487,tonnes,annual,2022-10-10 17:13:05.168059,2022-10-24 16:24:29.00597
SAU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-15958830.945637487,tonnes,annual,2022-10-10 17:13:05.168076,2022-10-24 16:24:29.00597
SAU,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-15958830.945637487,tonnes,annual,2022-10-10 17:13:05.168081,2022-10-24 16:24:29.00597
SDN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-30302892.693651643,tonnes,annual,2022-10-10 17:13:05.16815,2022-10-24 16:24:29.00597
SDN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-30302892.693651643,tonnes,annual,2022-10-10 17:13:05.168165,2022-10-24 16:24:29.00597
SDN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-30302892.693651643,tonnes,annual,2022-10-10 17:13:05.16817,2022-10-24 16:24:29.00597
SEN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,2492123.6106926017,tonnes,annual,2022-10-10 17:13:05.168239,2022-10-24 16:24:29.00597
SEN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,2492123.6106926017,tonnes,annual,2022-10-10 17:13:05.168254,2022-10-24 16:24:29.00597
SEN,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,2492123.6106926017,tonnes,annual,2022-10-10 17:13:05.168259,2022-10-24 16:24:29.00597
SGP,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,7261.342233777113,tonnes,annual,2022-10-10 17:13:05.168328,2022-10-24 16:24:29.00597
SGP,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,7261.342233777113,tonnes,annual,2022-10-10 17:13:05.168345,2022-10-24 16:24:29.00597
SGP,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,7261.342233777113,tonnes,annual,2022-10-10 17:13:05.168351,2022-10-24 16:24:29.00597
SJM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,26572.251186407047,tonnes,annual,2022-10-10 17:13:05.168604,2022-10-24 16:24:29.00597
SJM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,26572.251186407047,tonnes,annual,2022-10-10 17:13:05.16862,2022-10-24 16:24:29.00597
SJM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,26572.251186407047,tonnes,annual,2022-10-10 17:13:05.168624,2022-10-24 16:24:29.00597
SLB,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-17660.54025292374,tonnes,annual,2022-10-10 17:13:05.168692,2022-10-24 16:24:29.00597
SLB,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-17660.54025292374,tonnes,annual,2022-10-10 17:13:05.168709,2022-10-24 16:24:29.00597
SLB,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-17660.54025292374,tonnes,annual,2022-10-10 17:13:05.168714,2022-10-24 16:24:29.00597
SLE,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-1630269.3914970802,tonnes,annual,2022-10-10 17:13:05.168784,2022-10-24 16:24:29.00597
SLE,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-1630269.3914970802,tonnes,annual,2022-10-10 17:13:05.168802,2022-10-24 16:24:29.00597
SLE,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-1630269.3914970802,tonnes,annual,2022-10-10 17:13:05.168806,2022-10-24 16:24:29.00597
SLV,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,85828.436913979,tonnes,annual,2022-10-10 17:13:05.168891,2022-10-24 16:24:29.00597
SLV,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,85828.436913979,tonnes,annual,2022-10-10 17:13:05.168906,2022-10-24 16:24:29.00597
SLV,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,85828.436913979,tonnes,annual,2022-10-10 17:13:05.168911,2022-10-24 16:24:29.00597
SMR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-2164.39629173279,tonnes,annual,2022-10-10 17:13:05.168981,2022-10-24 16:24:29.00597
SMR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-2164.39629173279,tonnes,annual,2022-10-10 17:13:05.168996,2022-10-24 16:24:29.00597
SMR,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-2164.39629173279,tonnes,annual,2022-10-10 17:13:05.169001,2022-10-24 16:24:29.00597
SOM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-87377099.89610323,tonnes,annual,2022-10-10 17:13:05.169067,2022-10-24 16:24:29.00597
SOM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-87377099.89610323,tonnes,annual,2022-10-10 17:13:05.169082,2022-10-24 16:24:29.00597
SOM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-87377099.89610323,tonnes,annual,2022-10-10 17:13:05.169088,2022-10-24 16:24:29.00597
SPM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-13364.74389061331,tonnes,annual,2022-10-10 17:13:05.169154,2022-10-24 16:24:29.00597
SPM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-13364.74389061331,tonnes,annual,2022-10-10 17:13:05.16917,2022-10-24 16:24:29.00597
SPM,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-13364.74389061331,tonnes,annual,2022-10-10 17:13:05.169176,2022-10-24 16:24:29.00597
SRB,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,284644.5411165881,tonnes,annual,2022-10-10 17:13:05.169245,2022-10-24 16:24:29.00597
SRB,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,284644.5411165881,tonnes,annual,2022-10-10 17:13:05.16926,2022-10-24 16:24:29.00597
SRB,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,284644.5411165881,tonnes,annual,2022-10-10 17:13:05.169264,2022-10-24 16:24:29.00597
SSD,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,35109758.00328106,tonnes,annual,2022-10-10 17:13:05.16933,2022-10-24 16:24:29.00597
SSD,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_100yr,35109758.00328106,tonnes,annual,2022-10-10 17:13:05.169347,2022-10-24 16:24:29.00597
SSD,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2e_20yr,35109758.00328106,tonnes,annual,2022-10-10 17:13:05.169352,2022-10-24 16:24:29.00597
STP,2020-01-01 00:00:00,2020-12-31 00:00:00,net-grassland-emissions,co2,-1671.0530502496713,tonnes,annual,2022-10-10 17:13:05.169417,2022-10-24 16:24:29.00597
