iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
MCO,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-837.8352050781249,tonnes,annual,2022-10-10 17:13:05.260598,2022-10-24 16:25:05.864228
MCO,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-837.8352050781249,tonnes,annual,2022-10-10 17:13:05.260614,2022-10-24 16:25:05.864228
MCO,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-837.8352050781249,tonnes,annual,2022-10-10 17:13:05.260619,2022-10-24 16:25:05.864228
MDA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,131949.2583523214,tonnes,annual,2022-10-10 17:13:05.260691,2022-10-24 16:25:05.864228
MDA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,131949.2583523214,tonnes,annual,2022-10-10 17:13:05.260707,2022-10-24 16:25:05.864228
MDA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,131949.2583523214,tonnes,annual,2022-10-10 17:13:05.260712,2022-10-24 16:25:05.864228
MDG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-89098308.31104386,tonnes,annual,2022-10-10 17:13:05.260781,2022-10-24 16:25:05.864228
MDG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-89098308.31104386,tonnes,annual,2022-10-10 17:13:05.260799,2022-10-24 16:25:05.864228
MDG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-89098308.31104386,tonnes,annual,2022-10-10 17:13:05.260804,2022-10-24 16:25:05.864228
MDV,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-23.16299629211496,tonnes,annual,2022-10-10 17:13:05.260874,2022-10-24 16:25:05.864228
MDV,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-23.16299629211496,tonnes,annual,2022-10-10 17:13:05.260893,2022-10-24 16:25:05.864228
MDV,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-23.16299629211496,tonnes,annual,2022-10-10 17:13:05.260899,2022-10-24 16:25:05.864228
MEX,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,51631607.04548409,tonnes,annual,2022-10-10 17:13:05.260972,2022-10-24 16:25:05.864228
MEX,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,51631607.04548409,tonnes,annual,2022-10-10 17:13:05.260988,2022-10-24 16:25:05.864228
MEX,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,51631607.04548409,tonnes,annual,2022-10-10 17:13:05.260993,2022-10-24 16:25:05.864228
MKD,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,185799.2578701797,tonnes,annual,2022-10-10 17:13:05.261156,2022-10-24 16:25:05.864228
MKD,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,185799.2578701797,tonnes,annual,2022-10-10 17:13:05.261172,2022-10-24 16:25:05.864228
MKD,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,185799.2578701797,tonnes,annual,2022-10-10 17:13:05.261177,2022-10-24 16:25:05.864228
MLI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,2566317.202681944,tonnes,annual,2022-10-10 17:13:05.261248,2022-10-24 16:25:05.864228
MLI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,2566317.202681944,tonnes,annual,2022-10-10 17:13:05.261263,2022-10-24 16:25:05.864228
MLI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,2566317.202681944,tonnes,annual,2022-10-10 17:13:05.261268,2022-10-24 16:25:05.864228
MLT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,16164.376866586505,tonnes,annual,2022-10-10 17:13:05.26134,2022-10-24 16:25:06.697426
MLT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,16164.376866586505,tonnes,annual,2022-10-10 17:13:05.261358,2022-10-24 16:25:06.697426
MLT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,16164.376866586505,tonnes,annual,2022-10-10 17:13:05.261364,2022-10-24 16:25:06.697426
MMR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-137616.3806889963,tonnes,annual,2022-10-10 17:13:05.261434,2022-10-24 16:25:06.697426
MMR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-137616.3806889963,tonnes,annual,2022-10-10 17:13:05.26145,2022-10-24 16:25:06.697426
MMR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-137616.3806889963,tonnes,annual,2022-10-10 17:13:05.261457,2022-10-24 16:25:06.697426
MNE,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-173705.98486895973,tonnes,annual,2022-10-10 17:13:05.261528,2022-10-24 16:25:06.697426
MNE,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-173705.98486895973,tonnes,annual,2022-10-10 17:13:05.261544,2022-10-24 16:25:06.697426
MNE,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-173705.98486895973,tonnes,annual,2022-10-10 17:13:05.261549,2022-10-24 16:25:06.697426
MNG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,9036267.415895622,tonnes,annual,2022-10-10 17:13:05.261627,2022-10-24 16:25:06.697426
MNG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,9036267.415895622,tonnes,annual,2022-10-10 17:13:05.261646,2022-10-24 16:25:06.697426
MNG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,9036267.415895622,tonnes,annual,2022-10-10 17:13:05.261651,2022-10-24 16:25:06.697426
MOZ,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,5811329.840129133,tonnes,annual,2022-10-10 17:13:05.261815,2022-10-24 16:25:06.697426
MOZ,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,5811329.840129133,tonnes,annual,2022-10-10 17:13:05.261831,2022-10-24 16:25:06.697426
MOZ,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,5811329.840129133,tonnes,annual,2022-10-10 17:13:05.261837,2022-10-24 16:25:06.697426
MRT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,480549.62010704825,tonnes,annual,2022-10-10 17:13:05.261908,2022-10-24 16:25:06.697426
MRT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,480549.62010704825,tonnes,annual,2022-10-10 17:13:05.261926,2022-10-24 16:25:06.697426
MRT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,480549.62010704825,tonnes,annual,2022-10-10 17:13:05.261931,2022-10-24 16:25:06.697426
MSR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-6665.7175292969,tonnes,annual,2022-10-10 17:13:05.262002,2022-10-24 16:25:06.697426
MSR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-6665.7175292969,tonnes,annual,2022-10-10 17:13:05.26202,2022-10-24 16:25:06.697426
MSR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-6665.7175292969,tonnes,annual,2022-10-10 17:13:05.262025,2022-10-24 16:25:06.697426
MTQ,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-19237.896309405867,tonnes,annual,2022-10-10 17:13:05.262099,2022-10-24 16:25:06.697426
MTQ,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-19237.896309405867,tonnes,annual,2022-10-10 17:13:05.262115,2022-10-24 16:25:06.697426
MTQ,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-19237.896309405867,tonnes,annual,2022-10-10 17:13:05.26212,2022-10-24 16:25:06.697426
MUS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,27367.16608101142,tonnes,annual,2022-10-10 17:13:05.262193,2022-10-24 16:25:06.697426
MUS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,27367.16608101142,tonnes,annual,2022-10-10 17:13:05.262209,2022-10-24 16:25:06.697426
MUS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,27367.16608101142,tonnes,annual,2022-10-10 17:13:05.262214,2022-10-24 16:25:06.697426
MWI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-695061.1912268556,tonnes,annual,2022-10-10 17:13:05.262284,2022-10-24 16:25:06.697426
MWI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-695061.1912268556,tonnes,annual,2022-10-10 17:13:05.262301,2022-10-24 16:25:06.697426
MWI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-695061.1912268556,tonnes,annual,2022-10-10 17:13:05.262307,2022-10-24 16:25:06.697426
MYS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-758418.6139001687,tonnes,annual,2022-10-10 17:13:05.262378,2022-10-24 16:25:06.697426
MYS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-758418.6139001687,tonnes,annual,2022-10-10 17:13:05.262393,2022-10-24 16:25:06.697426
MYS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-758418.6139001687,tonnes,annual,2022-10-10 17:13:05.2624,2022-10-24 16:25:06.697426
MYT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,5403.71220698771,tonnes,annual,2022-10-10 17:13:05.26247,2022-10-24 16:25:06.697426
MYT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,5403.71220698771,tonnes,annual,2022-10-10 17:13:05.262486,2022-10-24 16:25:06.697426
MYT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,5403.71220698771,tonnes,annual,2022-10-10 17:13:05.262491,2022-10-24 16:25:06.697426
NAM,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,7758805.826640014,tonnes,annual,2022-10-10 17:13:05.262563,2022-10-24 16:25:06.697426
NAM,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,7758805.826640014,tonnes,annual,2022-10-10 17:13:05.262581,2022-10-24 16:25:06.697426
NAM,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,7758805.826640014,tonnes,annual,2022-10-10 17:13:05.262586,2022-10-24 16:25:06.697426
NCL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-235206.71211472433,tonnes,annual,2022-10-10 17:13:05.262656,2022-10-24 16:25:06.697426
NCL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-235206.71211472433,tonnes,annual,2022-10-10 17:13:05.262673,2022-10-24 16:25:06.697426
NCL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-235206.71211472433,tonnes,annual,2022-10-10 17:13:05.262678,2022-10-24 16:25:06.697426
NER,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,5629271.3179077655,tonnes,annual,2022-10-10 17:13:05.262748,2022-10-24 16:25:06.697426
NER,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,5629271.3179077655,tonnes,annual,2022-10-10 17:13:05.262764,2022-10-24 16:25:06.697426
NER,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,5629271.3179077655,tonnes,annual,2022-10-10 17:13:05.26277,2022-10-24 16:25:06.697426
NGA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,5123186.622260733,tonnes,annual,2022-10-10 17:13:05.262933,2022-10-24 16:25:06.697426
NGA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,5123186.622260733,tonnes,annual,2022-10-10 17:13:05.262951,2022-10-24 16:25:06.697426
NGA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,5123186.622260733,tonnes,annual,2022-10-10 17:13:05.262957,2022-10-24 16:25:06.697426
NIC,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,2121275.03257809,tonnes,annual,2022-10-10 17:13:05.263032,2022-10-24 16:25:06.697426
NIC,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,2121275.03257809,tonnes,annual,2022-10-10 17:13:05.263048,2022-10-24 16:25:06.697426
NIC,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,2121275.03257809,tonnes,annual,2022-10-10 17:13:05.263055,2022-10-24 16:25:06.697426
NLD,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,1539543.4200251899,tonnes,annual,2022-10-10 17:13:05.263215,2022-10-24 16:25:07.736144
NLD,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,1539543.4200251899,tonnes,annual,2022-10-10 17:13:05.263231,2022-10-24 16:25:07.736144
NLD,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,1539543.4200251899,tonnes,annual,2022-10-10 17:13:05.263237,2022-10-24 16:25:07.736144
NOR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,3434934.3830716633,tonnes,annual,2022-10-10 17:13:05.263307,2022-10-24 16:25:07.736144
NOR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,3434934.3830716633,tonnes,annual,2022-10-10 17:13:05.263322,2022-10-24 16:25:07.736144
NOR,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,3434934.3830716633,tonnes,annual,2022-10-10 17:13:05.263329,2022-10-24 16:25:07.736144
NPL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,1019537.385768615,tonnes,annual,2022-10-10 17:13:05.2634,2022-10-24 16:25:07.736144
NPL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,1019537.385768615,tonnes,annual,2022-10-10 17:13:05.263423,2022-10-24 16:25:07.736144
NPL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,1019537.385768615,tonnes,annual,2022-10-10 17:13:05.263429,2022-10-24 16:25:07.736144
NZL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,49270098.428679146,tonnes,annual,2022-10-10 17:13:05.263596,2022-10-24 16:25:07.736144
NZL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,49270098.428679146,tonnes,annual,2022-10-10 17:13:05.263614,2022-10-24 16:25:07.736144
NZL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,49270098.428679146,tonnes,annual,2022-10-10 17:13:05.26362,2022-10-24 16:25:07.736144
OMN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-2221953.521515097,tonnes,annual,2022-10-10 17:13:05.263691,2022-10-24 16:25:07.736144
OMN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-2221953.521515097,tonnes,annual,2022-10-10 17:13:05.263708,2022-10-24 16:25:07.736144
OMN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-2221953.521515097,tonnes,annual,2022-10-10 17:13:05.263714,2022-10-24 16:25:07.736144
PAK,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-23006365.268483024,tonnes,annual,2022-10-10 17:13:05.263787,2022-10-24 16:25:07.736144
PAK,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-23006365.268483024,tonnes,annual,2022-10-10 17:13:05.263803,2022-10-24 16:25:07.736144
PAK,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-23006365.268483024,tonnes,annual,2022-10-10 17:13:05.263808,2022-10-24 16:25:07.736144
PAN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,167213.31566487052,tonnes,annual,2022-10-10 17:13:05.263881,2022-10-24 16:25:07.736144
PAN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,167213.31566487052,tonnes,annual,2022-10-10 17:13:05.263899,2022-10-24 16:25:07.736144
PAN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,167213.31566487052,tonnes,annual,2022-10-10 17:13:05.263904,2022-10-24 16:25:07.736144
PER,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,6948023.888463922,tonnes,annual,2022-10-10 17:13:05.264063,2022-10-24 16:25:07.736144
PER,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,6948023.888463922,tonnes,annual,2022-10-10 17:13:05.264079,2022-10-24 16:25:07.736144
PER,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,6948023.888463922,tonnes,annual,2022-10-10 17:13:05.264083,2022-10-24 16:25:07.736144
PHL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-292779.1684765495,tonnes,annual,2022-10-10 17:13:05.264154,2022-10-24 16:25:07.736144
PHL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-292779.1684765495,tonnes,annual,2022-10-10 17:13:05.264169,2022-10-24 16:25:07.736144
PHL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-292779.1684765495,tonnes,annual,2022-10-10 17:13:05.264176,2022-10-24 16:25:07.736144
PLW,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,32.01638793945243,tonnes,annual,2022-10-10 17:13:05.264245,2022-10-24 16:25:07.736144
PLW,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,32.01638793945243,tonnes,annual,2022-10-10 17:13:05.264263,2022-10-24 16:25:07.736144
PLW,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,32.01638793945243,tonnes,annual,2022-10-10 17:13:05.264268,2022-10-24 16:25:07.736144
PNG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,4099818.9497763063,tonnes,annual,2022-10-10 17:13:05.264338,2022-10-24 16:25:07.736144
PNG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,4099818.9497763063,tonnes,annual,2022-10-10 17:13:05.264354,2022-10-24 16:25:07.736144
PNG,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,4099818.9497763063,tonnes,annual,2022-10-10 17:13:05.264359,2022-10-24 16:25:07.736144
POL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,929629.7759322698,tonnes,annual,2022-10-10 17:13:05.264438,2022-10-24 16:25:07.736144
POL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,929629.7759322698,tonnes,annual,2022-10-10 17:13:05.264455,2022-10-24 16:25:07.736144
POL,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,929629.7759322698,tonnes,annual,2022-10-10 17:13:05.264463,2022-10-24 16:25:07.736144
PRI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-75899.4736094074,tonnes,annual,2022-10-10 17:13:05.264534,2022-10-24 16:25:07.736144
PRI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-75899.4736094074,tonnes,annual,2022-10-10 17:13:05.264551,2022-10-24 16:25:07.736144
PRI,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-75899.4736094074,tonnes,annual,2022-10-10 17:13:05.264556,2022-10-24 16:25:07.736144
PRK,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-27209.875490065373,tonnes,annual,2022-10-10 17:13:05.264627,2022-10-24 16:25:07.736144
PRK,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-27209.875490065373,tonnes,annual,2022-10-10 17:13:05.264643,2022-10-24 16:25:07.736144
PRK,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-27209.875490065373,tonnes,annual,2022-10-10 17:13:05.264649,2022-10-24 16:25:07.736144
PRT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,18961510.885755587,tonnes,annual,2022-10-10 17:13:05.264724,2022-10-24 16:25:07.736144
PRT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,18961510.885755587,tonnes,annual,2022-10-10 17:13:05.26474,2022-10-24 16:25:07.736144
PRT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,18961510.885755587,tonnes,annual,2022-10-10 17:13:05.264745,2022-10-24 16:25:07.736144
PRY,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,18121319.838457964,tonnes,annual,2022-10-10 17:13:05.264816,2022-10-24 16:25:07.736144
PRY,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,18121319.838457964,tonnes,annual,2022-10-10 17:13:05.264834,2022-10-24 16:25:07.736144
PRY,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,18121319.838457964,tonnes,annual,2022-10-10 17:13:05.264839,2022-10-24 16:25:07.736144
PSE,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-356199.2357200587,tonnes,annual,2022-10-10 17:13:05.264909,2022-10-24 16:25:07.736144
PSE,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-356199.2357200587,tonnes,annual,2022-10-10 17:13:05.264925,2022-10-24 16:25:07.736144
PSE,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-356199.2357200587,tonnes,annual,2022-10-10 17:13:05.264931,2022-10-24 16:25:07.736144
QAT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,1396.5529258904014,tonnes,annual,2022-10-10 17:13:05.265127,2022-10-24 16:25:08.523337
QAT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,1396.5529258904014,tonnes,annual,2022-10-10 17:13:05.265145,2022-10-24 16:25:08.523337
QAT,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,1396.5529258904014,tonnes,annual,2022-10-10 17:13:05.265151,2022-10-24 16:25:08.523337
REU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,43261.02953423394,tonnes,annual,2022-10-10 17:13:05.265219,2022-10-24 16:25:08.523337
REU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,43261.02953423394,tonnes,annual,2022-10-10 17:13:05.265237,2022-10-24 16:25:08.523337
REU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,43261.02953423394,tonnes,annual,2022-10-10 17:13:05.265241,2022-10-24 16:25:08.523337
ROU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,572371.3122427085,tonnes,annual,2022-10-10 17:13:05.26531,2022-10-24 16:25:08.523337
ROU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,572371.3122427085,tonnes,annual,2022-10-10 17:13:05.265325,2022-10-24 16:25:08.523337
ROU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,572371.3122427085,tonnes,annual,2022-10-10 17:13:05.26533,2022-10-24 16:25:08.523337
RUS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-66990285.50645016,tonnes,annual,2022-10-10 17:13:05.2654,2022-10-24 16:25:08.523337
RUS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-66990285.50645016,tonnes,annual,2022-10-10 17:13:05.265416,2022-10-24 16:25:08.523337
RUS,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-66990285.50645016,tonnes,annual,2022-10-10 17:13:05.265421,2022-10-24 16:25:08.523337
RWA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,782579.8348415702,tonnes,annual,2022-10-10 17:13:05.265495,2022-10-24 16:25:08.523337
RWA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,782579.8348415702,tonnes,annual,2022-10-10 17:13:05.265513,2022-10-24 16:25:08.523337
RWA,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,782579.8348415702,tonnes,annual,2022-10-10 17:13:05.265518,2022-10-24 16:25:08.523337
SAU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-15908354.926000101,tonnes,annual,2022-10-10 17:13:05.265597,2022-10-24 16:25:08.523337
SAU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-15908354.926000101,tonnes,annual,2022-10-10 17:13:05.265613,2022-10-24 16:25:08.523337
SAU,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-15908354.926000101,tonnes,annual,2022-10-10 17:13:05.26562,2022-10-24 16:25:08.523337
SDN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,13726753.710792877,tonnes,annual,2022-10-10 17:13:05.265691,2022-10-24 16:25:08.523337
SDN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,13726753.710792877,tonnes,annual,2022-10-10 17:13:05.265707,2022-10-24 16:25:08.523337
SDN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,13726753.710792877,tonnes,annual,2022-10-10 17:13:05.265712,2022-10-24 16:25:08.523337
SEN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2,-1223735.4068027742,tonnes,annual,2022-10-10 17:13:05.265783,2022-10-24 16:25:08.523337
SEN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_100yr,-1223735.4068027742,tonnes,annual,2022-10-10 17:13:05.2658,2022-10-24 16:25:08.523337
SEN,2016-01-01 00:00:00,2016-12-31 00:00:00,net-grassland-emissions,co2e_20yr,-1223735.4068027742,tonnes,annual,2022-10-10 17:13:05.265805,2022-10-24 16:25:08.523337
